flight_id,window_start,actual_fault,predicted_fault,confidence,health_score
vibration_fault_003,270,vibration_fault,vibration_fault,0.9998,91.24
vibration_fault_004,0,vibration_fault,none,0.9926,100.0
vibration_fault_004,30,vibration_fault,none,0.9981,100.0
vibration_fault_004,60,vibration_fault,none,0.9983,100.0
vibration_fault_004,90,vibration_fault,none,0.9983,100.0
vibration_fault_004,120,vibration_fault,none,0.9975,100.0
vibration_fault_004,150,vibration_fault,vibration_fault,0.9544,100.0
vibration_fault_004,180,vibration_fault,vibration_fault,0.992,100.0
vibration_fault_004,210,vibration_fault,vibration_fault,0.9995,99.98
vibration_fault_004,240,vibration_fault,vibration_fault,0.9994,99.7
vibration_fault_004,270,vibration_fault,vibration_fault,0.9991,96.38
vibration_fault_005,0,none,none,0.9984,100.0
vibration_fault_005,30,none,none,0.9991,100.0
vibration_fault_005,60,none,none,0.9997,100.0
vibration_fault_005,90,none,none,0.9982,100.0
vibration_fault_005,120,none,none,0.9995,100.0
vibration_fault_005,150,none,vibration_fault,0.9687,100.0
vibration_fault_005,180,none,vibration_fault,0.9973,100.0
vibration_fault_005,210,none,vibration_fault,0.9968,100.0
vibration_fault_005,240,none,vibration_fault,0.9994,99.12
vibration_fault_005,270,none,vibration_fault,0.9989,95.59
vibration_fault_006,0,none,none,0.9993,100.0
vibration_fault_006,30,none,none,0.9981,100.0
vibration_fault_006,60,none,none,0.9993,100.0
vibration_fault_006,90,none,none,0.9998,100.0
vibration_fault_006,120,none,none,0.9974,100.0
vibration_fault_006,150,none,none,0.9906,100.0
vibration_fault_006,180,none,vibration_fault,0.9756,100.0
vibration_fault_006,210,none,vibration_fault,0.9975,100.0
vibration_fault_006,240,none,vibration_fault,0.9957,99.24
vibration_fault_006,270,none,vibration_fault,0.9991,96.95
vibration_fault_007,0,none,none,0.9991,100.0
vibration_fault_007,30,none,none,0.9984,100.0
vibration_fault_007,60,none,none,0.9996,100.0
vibration_fault_007,90,none,none,0.999,100.0
vibration_fault_007,120,none,none,0.998,100.0
vibration_fault_007,150,none,vibration_fault,0.991,100.0
vibration_fault_007,180,none,vibration_fault,0.904,100.0
vibration_fault_007,210,none,vibration_fault,0.9969,99.95
vibration_fault_007,240,none,vibration_fault,0.992,99.43
vibration_fault_007,270,none,vibration_fault,0.997,95.78
vibration_fault_008,0,none,none,0.999,100.0
vibration_fault_008,30,none,none,0.9993,100.0
vibration_fault_008,60,none,none,0.9952,100.0
vibration_fault_008,90,none,none,0.9983,100.0
vibration_fault_008,120,none,none,0.9968,100.0
vibration_fault_008,150,none,none,0.9924,100.0
vibration_fault_008,180,none,vibration_fault,0.99,100.0
vibration_fault_008,210,none,vibration_fault,0.9919,100.0
vibration_fault_008,240,none,vibration_fault,0.9983,99.8
vibration_fault_008,270,none,vibration_fault,0.9987,95.1
vibration_fault_009,0,vibration_fault,none,0.9983,100.0
vibration_fault_009,30,vibration_fault,none,0.9997,100.0
vibration_fault_009,60,vibration_fault,none,0.9974,100.0
vibration_fault_009,90,vibration_fault,none,0.993,100.0
vibration_fault_009,120,vibration_fault,vibration_fault,0.996,100.0
vibration_fault_009,150,vibration_fault,vibration_fault,0.9938,100.0
vibration_fault_009,180,vibration_fault,vibration_fault,0.9975,100.0
vibration_fault_009,210,vibration_fault,vibration_fault,0.9995,99.92
vibration_fault_009,240,vibration_fault,vibration_fault,0.9987,97.5
vibration_fault_009,270,vibration_fault,vibration_fault,0.999,93.6
vibration_fault_010,0,vibration_fault,none,0.9984,100.0
vibration_fault_010,30,vibration_fault,none,0.9983,100.0
vibration_fault_010,60,vibration_fault,none,0.9987,100.0
vibration_fault_010,90,vibration_fault,none,0.9151,100.0
vibration_fault_010,120,vibration_fault,vibration_fault,0.9246,100.0
vibration_fault_010,150,vibration_fault,vibration_fault,0.9737,100.0
vibration_fault_010,180,vibration_fault,vibration_fault,0.9954,100.0
vibration_fault_010,210,vibration_fault,vibration_fault,0.9991,99.8
vibration_fault_010,240,vibration_fault,vibration_fault,0.9993,98.2
vibration_fault_010,270,vibration_fault,vibration_fault,0.9987,94.38
vibration_fault_011,0,none,none,0.9947,100.0
vibration_fault_011,30,none,none,0.9985,100.0
vibration_fault_011,60,none,none,0.9919,100.0
vibration_fault_011,90,none,none,0.999,100.0
vibration_fault_011,120,none,none,0.9971,100.0
vibration_fault_011,150,none,vibration_fault,0.9285,100.0
vibration_fault_011,180,none,vibration_fault,0.9874,100.0
vibration_fault_011,210,none,vibration_fault,0.9864,100.0
vibration_fault_011,240,none,vibration_fault,0.9992,99.79
vibration_fault_011,270,none,vibration_fault,0.9966,98.12
vibration_fault_012,0,vibration_fault,none,0.9941,100.0
vibration_fault_012,30,vibration_fault,none,0.9999,100.0
vibration_fault_012,60,vibration_fault,none,0.9976,100.0
vibration_fault_012,90,vibration_fault,none,0.998,100.0
vibration_fault_012,120,vibration_fault,vibration_fault,0.9828,100.0
vibration_fault_012,150,vibration_fault,vibration_fault,0.9924,100.0
vibration_fault_012,180,vibration_fault,vibration_fault,0.9919,100.0
vibration_fault_012,210,vibration_fault,vibration_fault,0.9978,99.96
vibration_fault_012,240,vibration_fault,vibration_fault,0.9986,99.62
vibration_fault_012,270,vibration_fault,vibration_fault,0.9986,98.24
vibration_fault_013,0,vibration_fault,none,0.9958,100.0
vibration_fault_013,30,vibration_fault,none,0.9996,100.0
vibration_fault_013,60,vibration_fault,none,0.9986,100.0
vibration_fault_013,90,vibration_fault,none,0.9917,100.0
vibration_fault_013,120,vibration_fault,vibration_fault,0.9688,100.0
vibration_fault_013,150,vibration_fault,vibration_fault,0.9989,100.0
vibration_fault_013,180,vibration_fault,vibration_fault,0.9865,100.0
vibration_fault_013,210,vibration_fault,vibration_fault,0.9981,99.98
vibration_fault_013,240,vibration_fault,vibration_fault,0.9984,99.14
vibration_fault_013,270,vibration_fault,vibration_fault,0.9972,96.14
vibration_fault_014,0,none,none,0.9959,100.0
vibration_fault_014,30,none,none,0.9909,100.0
vibration_fault_014,60,none,none,0.997,100.0
vibration_fault_014,90,none,none,0.9998,100.0
vibration_fault_014,120,none,none,0.9909,100.0
vibration_fault_014,150,none,none,0.9981,100.0
vibration_fault_014,180,none,vibration_fault,0.9767,100.0
vibration_fault_014,210,none,vibration_fault,0.9989,100.0
vibration_fault_014,240,none,vibration_fault,0.9995,98.99
vibration_fault_014,270,none,vibration_fault,0.9992,94.47
vibration_fault_015,0,vibration_fault,none,0.9989,100.0
vibration_fault_015,30,vibration_fault,none,0.9958,100.0
vibration_fault_015,60,vibration_fault,none,0.9997,100.0
vibration_fault_015,90,vibration_fault,none,0.9964,100.0
vibration_fault_015,120,vibration_fault,none,0.95,100.0
vibration_fault_015,150,vibration_fault,vibration_fault,0.994,100.0
vibration_fault_015,180,vibration_fault,vibration_fault,0.9968,100.0
vibration_fault_015,210,vibration_fault,vibration_fault,0.9831,100.0
vibration_fault_015,240,vibration_fault,vibration_fault,0.9986,99.18
vibration_fault_015,270,vibration_fault,vibration_fault,0.9973,97.59
vibration_fault_016,0,none,none,0.9965,100.0
vibration_fault_016,30,none,none,0.9965,100.0
vibration_fault_016,60,none,none,0.9988,100.0
vibration_fault_016,90,none,none,0.9981,100.0
vibration_fault_016,120,none,none,0.9994,100.0
vibration_fault_016,150,none,none,0.9985,100.0
vibration_fault_016,180,none,vibration_fault,0.9754,100.0
vibration_fault_016,210,none,vibration_fault,0.9978,100.0
vibration_fault_016,240,none,vibration_fault,0.9989,99.69
vibration_fault_016,270,none,vibration_fault,0.9937,96.73
vibration_fault_017,0,none,none,0.998,100.0
vibration_fault_017,30,none,none,0.9995,100.0
vibration_fault_017,60,none,none,0.9984,100.0
vibration_fault_017,90,none,none,0.9979,100.0
vibration_fault_017,120,none,none,0.9924,100.0
vibration_fault_017,150,none,none,0.9919,100.0
vibration_fault_017,180,none,vibration_fault,0.9599,100.0
vibration_fault_017,210,none,vibration_fault,0.9989,100.0
vibration_fault_017,240,none,vibration_fault,0.9973,99.3
vibration_fault_017,270,none,vibration_fault,0.9981,94.93
